record_id|financial_year|constituency|ward|project_name|project_category|project_description|approved_budget_zmw|amount_disbursed_zmw|amount_spent_zmw|project_status|completion_percentage|approval_date|completion_date|beneficiaries|contractor|source_title|source_url|date_accessed|notes
LCC-CDF-DEFER-021||Kanyama|Garden Park Ward|Construction of selected roads|Roads and drainage|Construction of selected roads||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-022||Kanyama||Paving of Kampasa, Lavana and Zamefa roads|Roads and drainage|Paving of Kampasa, Lavana and Zamefa roads||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-023||Kanyama||Procurement of community school desks for Manchilla and chibolya|Education|Procurement of community school desks for Manchilla and chibolya||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-024||Kanyama||CLASSROOM BLOCK FOR CHIBOLYA COMBINED SCHOOL|Education|CLASSROOM BLOCK FOR CHIBOLYA COMBINED SCHOOL||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-025||Kanyama||Rehabilitation of Market toilet|Markets and commerce|Rehabilitation of Market toilet||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-026||Kanyama||Construction of modern market at kampasa|Markets and commerce|Construction of modern market at kampasa||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-027||Kanyama|Makeni Villa Ward|Construction of the Maternity and OPD at Makeni Villa Clinic|Health|Construction of the Maternity and OPD at Makeni Villa Clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-028||Kanyama|Makeni Villa Ward|Construction of school from grade 1 to 12|Education|Construction of school from grade 1 to 12||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-029||Kanyama|Makeni Villa Ward|Construction of Ablution block at Kanyama West clinic|Health|Construction of Ablution block at Kanyama West clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-030||Kanyama|Makeni Villa Ward|Construction of road from Y- road to Shalom|Roads and drainage|Construction of road from Y- road to Shalom||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-031||Kanyama|Makeni Villa Ward|Construction of modernised police post|Public safety|Construction of modernised police post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3.
LCC-CDF-DEFER-032||Kanyama||Paving of Bit by Bit road ( 0.8 Meters)|Roads and drainage|Paving of Bit by Bit road ( 0.8 Meters)||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 3. The ward was unclear and was left blank.
LCC-CDF-DEFER-033||Kanyama||Paving of Villa Emile Road (0.35 meters)|Roads and drainage|Paving of Villa Emile Road (0.35 meters)||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-034||Kanyama||Paving of Refuge road (0.4 meters|Roads and drainage|Paving of Refuge road (0.4 meters||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-035||Kanyama||Paving of Eclipes roads to Munkolo drive|Roads and drainage|Paving of Eclipes roads to Munkolo drive||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-036||Kanyama||Grading of trinidad and tobego roads|Roads and drainage|Grading of trinidad and tobego roads||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-037||Kanyama||Construction of maternity wing at ZNS clinic|Health|Construction of maternity wing at ZNS clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-038||Kanyama||Drilling and equipping of 6 boreholes in Linda|Water and sanitation|Drilling and equipping of 6 boreholes in Linda||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-039||Kanyama||Completion of 1x3 classroom block at Bayuni|Education|Completion of 1x3 classroom block at Bayuni||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-040||Kanyama||Upgrading of Kanyama central community football ground|Roads and drainage|Upgrading of Kanyama central community football ground||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-041||Kanyama||Upgrading of chinika community football ground|Roads and drainage|Upgrading of chinika community football ground||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 4. The ward was unclear and was left blank.
LCC-CDF-DEFER-042||Lusaka Central||Construction of a wall fence Thornpark Primary school|Education|Construction of a wall fence Thornpark Primary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-043||Lusaka Central||Construction of an Ablution Block at Northmead Primary schoolat Nyumba Yanga Secondary School- Phase 2 in lubwa ward|Education|Construction of an Ablution Block at Northmead Primary schoolat Nyumba Yanga Secondary School- Phase 2 in lubwa ward||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-044||Lusaka Central||Construction of an Ablution Block at Northmead Secondary school|Education|Construction of an Ablution Block at Northmead Secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-045||Lusaka Central||Procurement and Installation of a police Container|Public safety|Procurement and Installation of a police Container||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-046||Lusaka Central||Roof Leakages at Railway clinic|Health|Roof Leakages at Railway clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-047||Lusaka Central||Structural test of Railway clinic|Health|Structural test of Railway clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-048||Lusaka Central||Water Tank at Intercity health post|Health|Water Tank at Intercity health post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-049||Lusaka Central||Water Reticulation at Intercity health post|Health|Water Reticulation at Intercity health post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-050||Lusaka Central||Solar Boreholes at Bauleni Clinic|Health|Solar Boreholes at Bauleni Clinic||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-051||Lusaka Central||Construction of an Ablution Block at woodlands A Secondary school|Education|Construction of an Ablution Block at woodlands A Secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 5. The ward was unclear and was left blank.
LCC-CDF-DEFER-052||Mandevu||Drilling of commercial solar powered Boreholes in chazanga,Kabanana,Zani muone west,Fumbelo and main way zone|Water and sanitation|Drilling of commercial solar powered Boreholes in chazanga,Kabanana,Zani muone west,Fumbelo and main way zone||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-053||Mandevu||Construction of market shelter at Northgate Market|Markets and commerce|Construction of market shelter at Northgate Market||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-054||Mandevu||Procurement of Double seater Desks and Construction of wall fence at Chazanga combined school|Education|Procurement of Double seater Desks and Construction of wall fence at Chazanga combined school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-055||Mandevu||Purchase of Tent and plastic chairs to help during funerals and events at a fee|Other community infrastructure|Purchase of Tent and plastic chairs to help during funerals and events at a fee||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-056||Mandevu||Construction of council/Councillors office|Other community infrastructure|Construction of council/Councillors office||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-057||Mandevu||Construction of school hall at olympia school|Education|Construction of school hall at olympia school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-058||Mandevu|Roma Ward|Street lights chimulambe street/clinic Road|Roads and drainage|Street lights chimulambe street/clinic Road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6.
LCC-CDF-DEFER-059||Mandevu||Grading and Graveling of all roads in Justin Kabwe ward 24|Roads and drainage|Grading and Graveling of all roads in Justin Kabwe ward 24||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-060||Mandevu|Roma Ward|Construction of a market at old Ngombe market|Markets and commerce|Construction of a market at old Ngombe market||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6.
LCC-CDF-DEFER-061||Mandevu||Construction of foot bridge along the main drainage|Roads and drainage|Construction of foot bridge along the main drainage||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-062||Mandevu||Street lights pendele road|Roads and drainage|Street lights pendele road||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-063||Mandevu||Construction of a Garden skills Training centre|Other community infrastructure|Construction of a Garden skills Training centre||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-064||Mandevu||Construction of an Ablution block at Chaisa Health Centre|Health|Construction of an Ablution block at Chaisa Health Centre||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-065||Mandevu||Construction of maternity wing at Chaisa Health centre|Health|Construction of maternity wing at Chaisa Health centre||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 6. The ward was unclear and was left blank.
LCC-CDF-DEFER-066||Mandevu||Installation of a water storage Tank at Chaisa Health centre|Health|Installation of a water storage Tank at Chaisa Health centre||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7. The ward was unclear and was left blank.
LCC-CDF-DEFER-067||Mandevu||Installation of solar street lights in all tarred roads in chaisa|Roads and drainage|Installation of solar street lights in all tarred roads in chaisa||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7. The ward was unclear and was left blank.
LCC-CDF-DEFER-068||Mandevu||Installation of two solar water pump at Chaisa water trust|Water and sanitation|Installation of two solar water pump at Chaisa water trust||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7. The ward was unclear and was left blank.
LCC-CDF-DEFER-069||Mandevu|Raphael Chota Ward|Construction of 1x3 CRB ,an Ablution block and completion of school Hall at Lusaka Herman Ameiner Secondary school|Education|Construction of 1x3 CRB ,an Ablution block and completion of school Hall at Lusaka Herman Ameiner Secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7.
LCC-CDF-DEFER-070||Mandevu|Raphael Chota Ward|Construction of an Ablution Block at st paul secondary school|Education|Construction of an Ablution Block at st paul secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7.
LCC-CDF-DEFER-071||Mandevu||Construction of 1x3 CRB ,school hall,computer lab at Mandevu secondary school|Education|Construction of 1x3 CRB ,school hall,computer lab at Mandevu secondary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7. The ward was unclear and was left blank.
LCC-CDF-DEFER-072||Mandevu|Raphael Chota Ward|Construction of mouners shelter ,Emergency ward ,Drilling of Boreholes and water Tank at Chipata level one Hospital|Health|Construction of mouners shelter ,Emergency ward ,Drilling of Boreholes and water Tank at Chipata level one Hospital||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7.
LCC-CDF-DEFER-073||Mandevu|Raphael Chota Ward|Construction of Access Road to the MarketAblution Block at Katambalala Market|Roads and drainage|Construction of Access Road to the MarketAblution Block at Katambalala Market||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7.
LCC-CDF-DEFER-074||Mandevu||Construction of a school hall at Mutambe primary school|Education|Construction of a school hall at Mutambe primary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 7. The ward was unclear and was left blank.
LCC-CDF-DEFER-075||Matero||Upgrading of matero stadium phase one (1)|Roads and drainage|Upgrading of matero stadium phase one (1)||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-076||Matero||Construction of 1x4 CRB at matero east primary school|Education|Construction of 1x4 CRB at matero east primary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-077||Matero||Construction of Blue and White shop road bridge|Roads and drainage|Construction of Blue and White shop road bridge||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-078||Matero||Construction of the Bridge along Heroes stadium drainage|Roads and drainage|Construction of the Bridge along Heroes stadium drainage||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-079||Matero||Construction of Ablution Block at Chingwere primary school|Education|Construction of Ablution Block at Chingwere primary school||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-080||Matero||Construction of foot bridge at Hillside Twalumba|Roads and drainage|Construction of foot bridge at Hillside Twalumba||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8. The ward was unclear and was left blank.
LCC-CDF-DEFER-081||Matero|Lima Ward|Construction of Kandidima drainage|Roads and drainage|Construction of Kandidima drainage||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8.
LCC-CDF-DEFER-082||Matero|Lima Ward|Procurement and supply of equipment at chitukuko skills development centre|Other community infrastructure|Procurement and supply of equipment at chitukuko skills development centre||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8.
LCC-CDF-DEFER-083||Matero|Lima Ward|Construction of mothers shelter at chitukuko health post|Health|Construction of mothers shelter at chitukuko health post||||Deferred||||||Lusaka City Council List of Proposed Projects and Simple Justification for Defering|https://www.lcc.gov.zm/publications/|2026-09-14|The official LCC source lists this proposed project as deferred because sufficient funding was not available. The source does not state the financial year, approved budget, disbursement, expenditure, contractor, beneficiaries or completion date. Source page: 8.
